Observation Count,Reporting_Location,Control,Test,Date,Cumulative Control,Cumulative Test
1204,SAF0065,0,1,8/27/2023,0,1
1205,SAF0066,1,1,8/27/2023,1,2
1206,SAF0067,1,0,8/27/2023,1,0
1207,SAF0001,0,0,9/10/2023,0,0
1208,SAF0002,0,1,9/10/2023,0,2
1209,SAF0003,1,1,9/10/2023,2,2
1210,SAF0004,1,1,9/10/2023,1,1
1211,SAF0005,1,1,9/10/2023,2,1
1212,SAF0006,0,1,9/10/2023,0,1
1213,SAF0007,0,1,9/10/2023,0,2
1214,SAF0008,1,1,9/10/2023,1,2
1215,SAF0009,1,1,9/10/2023,1,2
1216,SAF0010,1,1,9/10/2023,2,2
1217,SAF0011,1,0,9/10/2023,2,0
1218,SAF0012,0,1,9/10/2023,0,1
1219,SAF0013,1,1,9/10/2023,2,2
1220,SAF0014,1,1,9/10/2023,1,2
1221,SAF0015,1,1,9/10/2023,2,2
1222,SAF0016,0,1,9/10/2023,0,2
1223,SAF0017,0,0,9/10/2023,0,1
1224,SAF0018,0,1,9/10/2023,0,2
1225,SAF0019,1,1,9/10/2023,1,2
1226,SAF0020,0,1,9/10/2023,1,2
1227,SAF0021,1,1,9/10/2023,1,1
1228,SAF0022,1,1,9/10/2023,2,2
1229,SAF0023,0,1,9/10/2023,0,2
1230,SAF0024,0,1,9/10/2023,0,2
1231,SAF0025,0,1,9/10/2023,1,2
1232,SAF0026,1,1,9/10/2023,2,2
1233,SAF0027,1,1,9/10/2023,1,2
1234,SAF0028,0,1,9/10/2023,1,1
1235,SAF0029,0,1,9/10/2023,1,1
1236,SAF0030,0,0,9/10/2023,1,1
1237,SAF0031,1,1,9/10/2023,2,2
1238,SAF0032,1,1,9/10/2023,1,2
1239,SAF0033,1,1,9/10/2023,1,2
1240,SAF0034,1,1,9/10/2023,2,2
1241,SAF0035,1,1,9/10/2023,2,1
1242,SAF0036,1,0,9/10/2023,1,1
1243,SAF0037,1,1,9/10/2023,1,2
1244,SAF0038,0,1,9/10/2023,0,1
1245,SAF0039,0,1,9/10/2023,0,2
1246,SAF0040,1,1,9/10/2023,1,2
1247,SAF0041,0,0,9/10/2023,0,1
1248,SAF0042,1,1,9/10/2023,2,2
1249,SAF0043,0,0,9/10/2023,1,1
1250,SAF0044,1,1,9/10/2023,2,1
1251,SAF0045,0,1,9/10/2023,0,2
1252,SAF0046,0,1,9/10/2023,1,2
1253,SAF0047,0,0,9/10/2023,1,1
1254,SAF0048,1,1,9/10/2023,1,2
1255,SAF0049,0,0,9/10/2023,0,1
1256,SAF0050,0,0,9/10/2023,0,1
1257,SAF0051,0,1,9/10/2023,0,1
1258,SAF0052,0,1,9/10/2023,1,2
1259,SAF0053,1,1,9/10/2023,1,2
1260,SAF0054,0,1,9/10/2023,0,2
1261,SAF0055,1,1,9/10/2023,2,2
1262,SAF0056,1,0,9/10/2023,2,1
1263,SAF0057,1,1,9/10/2023,1,2
1264,SAF0058,0,1,9/10/2023,1,2
1265,SAF0059,0,1,9/10/2023,1,2
1266,SAF0060,0,1,9/10/2023,1,2
1267,SAF0061,0,1,9/10/2023,0,2
1268,SAF0062,1,1,9/10/2023,1,2
1269,SAF0063,1,1,9/10/2023,2,2
1270,SAF0064,1,1,9/10/2023,2,1
1271,SAF0065,0,1,9/10/2023,0,2
1272,SAF0066,0,1,9/10/2023,1,2
1273,SAF0067,0,0,9/10/2023,1,0
1274,SAF0001,1,1,9/24/2023,1,1
1275,SAF0002,1,0,9/24/2023,1,1
1276,SAF0003,1,1,9/24/2023,2,2
1277,SAF0004,1,1,9/24/2023,2,2
1278,SAF0005,0,1,9/24/2023,1,2
1279,SAF0006,0,1,9/24/2023,0,2
1280,SAF0007,0,1,9/24/2023,0,2
1281,SAF0008,0,1,9/24/2023,1,2
1282,SAF0009,0,1,9/24/2023,1,2
1283,SAF0010,1,1,9/24/2023,2,2
1284,SAF0011,1,0,9/24/2023,2,0
1285,SAF0012,0,1,9/24/2023,0,2
1286,SAF0013,0,1,9/24/2023,1,2
1287,SAF0014,1,1,9/24/2023,2,2
1288,SAF0015,0,1,9/24/2023,1,2
1289,SAF0016,1,1,9/24/2023,1,2
1290,SAF0017,1,1,9/24/2023,1,1
1291,SAF0018,0,1,9/24/2023,0,2
1292,SAF0019,0,1,9/24/2023,1,2
1293,SAF0020,0,1,9/24/2023,0,2
1294,SAF0021,0,1,9/24/2023,1,2
1295,SAF0022,1,1,9/24/2023,2,2
1296,SAF0023,0,1,9/24/2023,0,2
1297,SAF0024,0,1,9/24/2023,0,2
1298,SAF0025,1,1,9/24/2023,1,2
1299,SAF0026,0,1,9/24/2023,1,2
1300,SAF0027,1,1,9/24/2023,2,2
1301,SAF0028,0,1,9/24/2023,0,2
1302,SAF0029,1,1,9/24/2023,1,2
1303,SAF0030,1,1,9/24/2023,1,1
1304,SAF0031,1,1,9/24/2023,2,2
1305,SAF0032,0,1,9/24/2023,1,2
1306,SAF0033,0,1,9/24/2023,1,2
1307,SAF0034,1,1,9/24/2023,2,2
1308,SAF0035,0,0,9/24/2023,1,1
1309,SAF0036,1,1,9/24/2023,2,1
1310,SAF0037,1,0,9/24/2023,2,1
1311,SAF0038,1,1,9/24/2023,1,2
1312,SAF0039,0,1,9/24/2023,0,2
1313,SAF0040,1,0,9/24/2023,2,1
1314,SAF0041,0,1,9/24/2023,0,1
1315,SAF0042,1,1,9/24/2023,2,2
1316,SAF0043,1,1,9/24/2023,1,1
1317,SAF0044,1,1,9/24/2023,2,2
1318,SAF0045,0,1,9/24/2023,0,2
1319,SAF0046,1,1,9/24/2023,1,2
1320,SAF0047,1,1,9/24/2023,1,1
1321,SAF0048,1,1,9/24/2023,2,2
1322,SAF0049,1,0,9/24/2023,1,0
1323,SAF0050,1,1,9/24/2023,1,1
1324,SAF0051,0,0,9/24/2023,0,1
1325,SAF0052,1,1,9/24/2023,1,2
1326,SAF0053,1,0,9/24/2023,2,1
1327,SAF0054,1,1,9/24/2023,1,2
1328,SAF0055,1,1,9/24/2023,2,2
1329,SAF0056,1,1,9/24/2023,2,1
1330,SAF0057,0,1,9/24/2023,1,2
1331,SAF0058,1,0,9/24/2023,1,1
1332,SAF0059,0,1,9/24/2023,0,2
1333,SAF0060,0,1,9/24/2023,0,2
1334,SAF0061,1,1,9/24/2023,1,2
1335,SAF0062,0,0,9/24/2023,1,1
1336,SAF0063,1,0,9/24/2023,2,1
1337,SAF0064,1,0,9/24/2023,2,1
1338,SAF0065,0,1,9/24/2023,0,2
1339,SAF0066,1,1,9/24/2023,1,2
1340,SAF0067,1,1,9/24/2023,1,1
1341,SAF0001,1,1,10/8/2023,2,2
1342,SAF0002,1,1,10/8/2023,2,1
1343,SAF0003,0,1,10/8/2023,1,2
1344,SAF0004,1,1,10/8/2023,2,2
1345,SAF0005,1,1,10/8/2023,1,2
1346,SAF0006,0,0,10/8/2023,0,1
1347,SAF0007,0,1,10/8/2023,0,2
1348,SAF0008,0,0,10/8/2023,0,1
1349,SAF0009,1,1,10/8/2023,1,2
1350,SAF0010,0,1,10/8/2023,1,2
1351,SAF0011,1,1,10/8/2023,2,1
1352,SAF0012,1,1,10/8/2023,1,2
1353,SAF0013,0,1,10/8/2023,0,2
1354,SAF0014,1,0,10/8/2023,2,1
1355,SAF0015,1,1,10/8/2023,1,2
1356,SAF0016,0,0,10/8/2023,1,1
1357,SAF0017,0,1,10/8/2023,1,2
1358,SAF0018,1,1,10/8/2023,1,2
1359,SAF0019,0,1,10/8/2023,0,2
1360,SAF0020,1,1,10/8/2023,1,2
1361,SAF0021,1,1,10/8/2023,1,2
1362,SAF0022,1,1,10/8/2023,2,2
1363,SAF0023,0,1,10/8/2023,0,2
1364,SAF0024,1,1,10/8/2023,1,2
1365,SAF0025,1,1,10/8/2023,2,2
1366,SAF0026,0,1,10/8/2023,0,2
1367,SAF0027,1,1,10/8/2023,2,2
1368,SAF0028,1,1,10/8/2023,1,2
1369,SAF0029,1,1,10/8/2023,2,2
1370,SAF0030,1,1,10/8/2023,2,2
1371,SAF0031,0,1,10/8/2023,1,2
1372,SAF0032,1,1,10/8/2023,1,2
1373,SAF0033,1,1,10/8/2023,1,2
1374,SAF0034,1,1,10/8/2023,2,2
1375,SAF0035,1,0,10/8/2023,1,0
1376,SAF0036,0,0,10/8/2023,1,1
1377,SAF0037,0,1,10/8/2023,1,1
1378,SAF0038,0,1,10/8/2023,1,2
1379,SAF0039,1,0,10/8/2023,1,1
1380,SAF0040,0,0,10/8/2023,1,0
1381,SAF0041,1,1,10/8/2023,1,2
1382,SAF0042,0,1,10/8/2023,1,2
1383,SAF0043,0,1,10/8/2023,1,2
1384,SAF0044,1,1,10/8/2023,2,2
1385,SAF0045,1,0,10/8/2023,1,1
1386,SAF0046,1,1,10/8/2023,2,2
1387,SAF0047,0,1,10/8/2023,1,2
1388,SAF0048,0,0,10/8/2023,1,1
1389,SAF0049,1,1,10/8/2023,2,1
1390,SAF0050,1,1,10/8/2023,2,2
1391,SAF0051,1,1,10/8/2023,1,1
1392,SAF0052,1,1,10/8/2023,2,2
1393,SAF0053,0,1,10/8/2023,1,1
1394,SAF0054,1,1,10/8/2023,2,2
1395,SAF0055,0,1,10/8/2023,1,2
1396,SAF0056,1,1,10/8/2023,2,2
1397,SAF0057,1,1,10/8/2023,1,2
1398,SAF0058,0,1,10/8/2023,1,1
1399,SAF0059,0,1,10/8/2023,0,2
1400,SAF0060,0,0,10/8/2023,0,1
1401,SAF0061,1,1,10/8/2023,2,2
1402,SAF0062,1,1,10/8/2023,1,1
1403,SAF0063,1,1,10/8/2023,2,1
1404,SAF0064,0,0,10/8/2023,1,0
1405,SAF0065,0,1,10/8/2023,0,2
1406,SAF0066,0,1,10/8/2023,1,2
1407,SAF0067,1,1,10/8/2023,2,2
1408,SAF0001,1,0,10/22/2023,2,1
1409,SAF0002,1,0,10/22/2023,2,1
1410,SAF0003,0,1,10/22/2023,0,2
1411,SAF0004,0,1,10/22/2023,1,2
1412,SAF0005,1,1,10/22/2023,2,2
1413,SAF0006,0,1,10/22/2023,0,1
1414,SAF0007,0,1,10/22/2023,0,2
1415,SAF0008,0,0,10/22/2023,0,0
1416,SAF0009,1,0,10/22/2023,2,1
1417,SAF0010,0,1,10/22/2023,0,2
1418,SAF0011,0,0,10/22/2023,1,1
1419,SAF0012,0,1,10/22/2023,1,2
1420,SAF0013,0,1,10/22/2023,0,2
1421,SAF0014,0,1,10/22/2023,1,1
1422,SAF0015,1,1,10/22/2023,2,2
1423,SAF0016,0,1,10/22/2023,0,1
1424,SAF0017,1,1,10/22/2023,1,2
1425,SAF0018,0,1,10/22/2023,1,2
1426,SAF0019,1,1,10/22/2023,1,2
1427,SAF0020,0,1,10/22/2023,1,2
1428,SAF0021,0,1,10/22/2023,1,2
1429,SAF0022,0,1,10/22/2023,1,2
1430,SAF0023,0,1,10/22/2023,0,2
1431,SAF0024,0,1,10/22/2023,1,2
1432,SAF0025,0,0,10/22/2023,1,1
1433,SAF0026,0,1,10/22/2023,0,2
1434,SAF0027,1,1,10/22/2023,2,2
1435,SAF0028,0,0,10/22/2023,1,1
1436,SAF0029,1,1,10/22/2023,2,2
1437,SAF0030,0,1,10/22/2023,1,2
1438,SAF0031,0,1,10/22/2023,0,2
1439,SAF0032,0,0,10/22/2023,1,1
1440,SAF0033,1,1,10/22/2023,2,2
1441,SAF0034,0,1,10/22/2023,1,2
1442,SAF0035,0,1,10/22/2023,1,1
1443,SAF0036,0,1,10/22/2023,0,1
1444,SAF0037,1,1,10/22/2023,1,2
1445,SAF0038,0,1,10/22/2023,0,2
1446,SAF0039,1,1,10/22/2023,2,1
1447,SAF0040,0,1,10/22/2023,0,1
1448,SAF0041,1,1,10/22/2023,2,2
1449,SAF0042,0,0,10/22/2023,0,1
1450,SAF0043,1,1,10/22/2023,1,2
1451,SAF0044,0,0,10/22/2023,1,1
1452,SAF0045,0,0,10/22/2023,1,0
1453,SAF0046,1,1,10/22/2023,2,2
1454,SAF0047,0,0,10/22/2023,0,1
1455,SAF0048,0,1,10/22/2023,0,1
1456,SAF0049,1,0,10/22/2023,2,1
1457,SAF0050,0,1,10/22/2023,1,2
1458,SAF0051,0,1,10/22/2023,1,2
1459,SAF0052,1,1,10/22/2023,2,2
1460,SAF0053,1,1,10/22/2023,1,2
1461,SAF0054,0,1,10/22/2023,1,2
1462,SAF0055,1,1,10/22/2023,1,2
1463,SAF0056,0,0,10/22/2023,1,1
1464,SAF0057,1,1,10/22/2023,2,2
1465,SAF0058,0,1,10/22/2023,0,2
1466,SAF0059,0,1,10/22/2023,0,2
1467,SAF0060,0,1,10/22/2023,0,1
1468,SAF0061,0,1,10/22/2023,1,2
1469,SAF0062,1,1,10/22/2023,2,2
1470,SAF0063,0,1,10/22/2023,1,2
1471,SAF0064,0,0,10/22/2023,0,0
1472,SAF0065,0,1,10/22/2023,0,2
1473,SAF0066,1,1,10/22/2023,1,2
1474,SAF0067,1,1,10/22/2023,2,2
1475,SAF0001,1,1,11/5/2023,2,1
1476,SAF0002,1,1,11/5/2023,2,1
1477,SAF0003,0,1,11/5/2023,0,2
1478,SAF0004,1,1,11/5/2023,1,2
1479,SAF0005,0,1,11/5/2023,1,2
1480,SAF0006,1,1,11/5/2023,1,2
1481,SAF0007,1,1,11/5/2023,1,2
1482,SAF0008,1,1,11/5/2023,1,1
1483,SAF0009,0,1,11/5/2023,1,1
1484,SAF0010,0,1,11/5/2023,0,2
1485,SAF0011,0,1,11/5/2023,0,1
1486,SAF0012,0,0,11/5/2023,0,1
1487,SAF0013,0,1,11/5/2023,0,2
1488,SAF0014,1,1,11/5/2023,1,2
1489,SAF0015,0,1,11/5/2023,1,2
1490,SAF0016,1,1,11/5/2023,1,2
1491,SAF0017,0,1,11/5/2023,1,2
1492,SAF0018,1,0,11/5/2023,1,1
1493,SAF0019,0,1,11/5/2023,1,2
1494,SAF0020,1,1,11/5/2023,1,2
1495,SAF0021,1,1,11/5/2023,1,2
1496,SAF0022,1,1,11/5/2023,1,2
1497,SAF0023,0,1,11/5/2023,0,2
1498,SAF0024,1,1,11/5/2023,1,2
1499,SAF0025,0,1,11/5/2023,0,1
1500,SAF0026,0,1,11/5/2023,0,2
1501,SAF0027,1,1,11/5/2023,2,2
1502,SAF0028,0,1,11/5/2023,0,1
1503,SAF0029,0,1,11/5/2023,1,2
1504,SAF0030,0,1,11/5/2023,0,2
1505,SAF0031,1,1,11/5/2023,1,2
1506,SAF0032,1,1,11/5/2023,1,1
1507,SAF0033,0,0,11/5/2023,1,1
1508,SAF0034,0,1,11/5/2023,0,2
1509,SAF0035,0,1,11/5/2023,0,2
1510,SAF0036,0,1,11/5/2023,0,2
1511,SAF0037,1,0,11/5/2023,2,1
1512,SAF0038,1,0,11/5/2023,1,1
1513,SAF0039,1,1,11/5/2023,2,2
1514,SAF0040,1,1,11/5/2023,1,2
1515,SAF0041,1,1,11/5/2023,2,2
1516,SAF0042,0,1,11/5/2023,0,1
1517,SAF0043,0,0,11/5/2023,1,1
1518,SAF0044,0,1,11/5/2023,0,1
1519,SAF0045,0,1,11/5/2023,0,1
1520,SAF0046,0,0,11/5/2023,1,1
1521,SAF0047,1,1,11/5/2023,1,1
1522,SAF0048,1,0,11/5/2023,1,1
1523,SAF0049,0,1,11/5/2023,1,1
1524,SAF0050,0,1,11/5/2023,0,2
1525,SAF0051,0,1,11/5/2023,0,2
1526,SAF0052,0,1,11/5/2023,1,2
1527,SAF0053,1,1,11/5/2023,2,2
1528,SAF0054,1,1,11/5/2023,1,2
1529,SAF0055,1,0,11/5/2023,2,1
1530,SAF0056,0,1,11/5/2023,0,1
1531,SAF0057,1,1,11/5/2023,2,2
1532,SAF0058,1,1,11/5/2023,1,2
1533,SAF0059,1,1,11/5/2023,1,2
1534,SAF0060,1,1,11/5/2023,1,2
1535,SAF0061,0,1,11/5/2023,0,2
1536,SAF0062,0,1,11/5/2023,1,2
1537,SAF0063,0,1,11/5/2023,0,2
1538,SAF0064,0,1,11/5/2023,0,1
1539,SAF0065,1,1,11/5/2023,1,2
1540,SAF0066,0,1,11/5/2023,1,2
1541,SAF0067,1,1,11/5/2023,2,2
1542,SAF0001,1,0,11/19/2023,2,1
1543,SAF0002,0,1,11/19/2023,1,2
1544,SAF0003,0,1,11/19/2023,0,2
1545,SAF0004,0,0,11/19/2023,1,1
1546,SAF0005,0,1,11/19/2023,0,2
1547,SAF0006,0,0,11/19/2023,1,1
1548,SAF0007,1,1,11/19/2023,2,2
1549,SAF0008,1,0,11/19/2023,2,1
1550,SAF0009,1,1,11/19/2023,1,2
1551,SAF0010,1,1,11/19/2023,1,2
1552,SAF0011,1,1,11/19/2023,1,2
1553,SAF0012,0,1,11/19/2023,0,1
1554,SAF0013,0,1,11/19/2023,0,2
1555,SAF0014,0,1,11/19/2023,1,2
1556,SAF0015,1,1,11/19/2023,1,2
1557,SAF0016,1,1,11/19/2023,2,2
1558,SAF0017,1,1,11/19/2023,1,2
1559,SAF0018,1,1,11/19/2023,2,1
1560,SAF0019,1,1,11/19/2023,1,2
1561,SAF0020,0,1,11/19/2023,1,2
1562,SAF0021,1,1,11/19/2023,2,2
1563,SAF0022,0,1,11/19/2023,1,2
1564,SAF0023,1,1,11/19/2023,1,2
1565,SAF0024,0,1,11/19/2023,1,2
1566,SAF0025,1,0,11/19/2023,1,1
1567,SAF0026,1,1,11/19/2023,1,2
1568,SAF0027,0,1,11/19/2023,1,2
1569,SAF0028,1,1,11/19/2023,1,2
1570,SAF0029,0,1,11/19/2023,0,2
1571,SAF0030,1,1,11/19/2023,1,2
1572,SAF0031,1,1,11/19/2023,2,2
1573,SAF0032,0,1,11/19/2023,1,2
1574,SAF0033,0,1,11/19/2023,0,1
1575,SAF0034,0,1,11/19/2023,0,2
1576,SAF0035,0,0,11/19/2023,0,1
1577,SAF0036,0,1,11/19/2023,0,2
1578,SAF0037,1,1,11/19/2023,2,1
1579,SAF0038,1,0,11/19/2023,2,0
1580,SAF0039,0,0,11/19/2023,1,1
1581,SAF0040,1,1,11/19/2023,2,2
1582,SAF0041,0,1,11/19/2023,1,2
1583,SAF0042,1,0,11/19/2023,1,1
1584,SAF0043,0,1,11/19/2023,0,1
1585,SAF0044,1,1,11/19/2023,1,2
1586,SAF0045,1,1,11/19/2023,1,2
1587,SAF0046,1,1,11/19/2023,1,1
1588,SAF0047,1,0,11/19/2023,2,1
1589,SAF0048,0,0,11/19/2023,1,0
1590,SAF0049,1,1,11/19/2023,1,2
1591,SAF0050,1,1,11/19/2023,1,2
1592,SAF0051,1,0,11/19/2023,1,1
1593,SAF0052,1,0,11/19/2023,1,1
1594,SAF0053,1,1,11/19/2023,2,2
1595,SAF0054,1,1,11/19/2023,2,2
1596,SAF0055,1,0,11/19/2023,2,0
1597,SAF0056,1,1,11/19/2023,1,2
1598,SAF0057,0,1,11/19/2023,1,2
1599,SAF0058,1,0,11/19/2023,2,1
1600,SAF0059,1,0,11/19/2023,2,1
1601,SAF0060,1,1,11/19/2023,2,2
1602,SAF0061,1,1,11/19/2023,1,2
1603,SAF0062,0,0,11/19/2023,0,1
1604,SAF0063,0,1,11/19/2023,0,2
1605,SAF0064,0,1,11/19/2023,0,2
1606,SAF0065,1,0,11/19/2023,2,1
1607,SAF0066,0,1,11/19/2023,0,2
1608,SAF0067,0,1,11/19/2023,1,2
1609,SAF0001,0,1,12/3/2023,1,1
1610,SAF0002,0,1,12/3/2023,0,2
1611,SAF0003,1,1,12/3/2023,1,2
1612,SAF0004,0,1,12/3/2023,0,1
1613,SAF0005,1,1,12/3/2023,1,2
1614,SAF0006,0,0,12/3/2023,0,0
1615,SAF0007,1,0,12/3/2023,2,1
1616,SAF0008,0,1,12/3/2023,1,1
1617,SAF0009,0,1,12/3/2023,1,2
1618,SAF0010,0,1,12/3/2023,1,2
1619,SAF0011,1,0,12/3/2023,2,1
1620,SAF0012,1,1,12/3/2023,1,2
1621,SAF0013,0,0,12/3/2023,0,1
1622,SAF0014,1,1,12/3/2023,1,2
1623,SAF0015,0,1,12/3/2023,1,2
1624,SAF0016,1,1,12/3/2023,2,2
1625,SAF0017,0,1,12/3/2023,1,2
1626,SAF0018,0,1,12/3/2023,1,2
1627,SAF0019,1,1,12/3/2023,2,2
1628,SAF0020,0,1,12/3/2023,0,2
1629,SAF0021,1,1,12/3/2023,2,2
1630,SAF0022,0,0,12/3/2023,0,1
1631,SAF0023,1,1,12/3/2023,2,2
1632,SAF0024,1,0,12/3/2023,1,1
1633,SAF0025,0,0,12/3/2023,1,0
1634,SAF0026,1,1,12/3/2023,2,2
1635,SAF0027,1,1,12/3/2023,1,2
1636,SAF0028,0,1,12/3/2023,1,2
1637,SAF0029,0,0,12/3/2023,0,1
1638,SAF0030,0,0,12/3/2023,1,1
1639,SAF0031,1,1,12/3/2023,2,2
1640,SAF0032,1,0,12/3/2023,1,1
1641,SAF0033,1,1,12/3/2023,1,2
1642,SAF0034,0,1,12/3/2023,0,2
1643,SAF0035,1,0,12/3/2023,1,0
1644,SAF0036,1,1,12/3/2023,1,2
1645,SAF0037,1,1,12/3/2023,2,2
1646,SAF0038,1,1,12/3/2023,2,1
1647,SAF0039,0,0,12/3/2023,0,0
1648,SAF0040,1,1,12/3/2023,2,2
1649,SAF0041,1,1,12/3/2023,1,2
1650,SAF0042,1,1,12/3/2023,2,1
1651,SAF0043,1,1,12/3/2023,1,2
1652,SAF0044,1,1,12/3/2023,2,2
1653,SAF0045,0,1,12/3/2023,1,2
1654,SAF0046,0,1,12/3/2023,1,2
1655,SAF0047,1,0,12/3/2023,2,0
1656,SAF0048,0,1,12/3/2023,0,1
1657,SAF0049,1,1,12/3/2023,2,2
1658,SAF0050,1,1,12/3/2023,2,2
1659,SAF0051,1,1,12/3/2023,2,1
1660,SAF0052,1,1,12/3/2023,2,1
1661,SAF0053,0,0,12/3/2023,1,1
1662,SAF0054,1,1,12/3/2023,2,2
1663,SAF0055,1,1,12/3/2023,2,1
1664,SAF0056,0,1,12/3/2023,1,2
1665,SAF0057,1,0,12/3/2023,1,1
1666,SAF0058,0,1,12/3/2023,1,1
1667,SAF0059,0,1,12/3/2023,1,1
1668,SAF0060,1,1,12/3/2023,2,2
1669,SAF0061,1,1,12/3/2023,2,2
1670,SAF0062,0,0,12/3/2023,0,0
1671,SAF0063,1,1,12/3/2023,1,2
1672,SAF0064,0,1,12/3/2023,0,2
1673,SAF0065,1,1,12/3/2023,2,1
1674,SAF0066,1,0,12/3/2023,1,1
1675,SAF0067,0,1,12/3/2023,0,2
1676,SAF0001,1,1,12/17/2023,1,2
1677,SAF0002,0,1,12/17/2023,0,2
1678,SAF0003,1,0,12/17/2023,2,1
1679,SAF0004,1,1,12/17/2023,1,2
1680,SAF0005,1,0,12/17/2023,2,1
1681,SAF0006,1,0,12/17/2023,1,0
1682,SAF0007,0,1,12/17/2023,1,1
1683,SAF0008,1,1,12/17/2023,1,2
1684,SAF0009,0,1,12/17/2023,0,2
1685,SAF0010,1,1,12/17/2023,1,2
1686,SAF0011,0,1,12/17/2023,1,1
1687,SAF0012,1,1,12/17/2023,2,2
1688,SAF0013,0,1,12/17/2023,0,1
1689,SAF0014,0,1,12/17/2023,1,2
1690,SAF0015,0,1,12/17/2023,0,2
1691,SAF0016,0,1,12/17/2023,1,2
1692,SAF0017,0,1,12/17/2023,0,2
1693,SAF0018,0,1,12/17/2023,0,2
1694,SAF0019,1,0,12/17/2023,2,1
1695,SAF0020,0,1,12/17/2023,0,2
1696,SAF0021,0,0,12/17/2023,1,1
1697,SAF0022,0,1,12/17/2023,0,1
1698,SAF0023,0,0,12/17/2023,1,1
1699,SAF0024,0,1,12/17/2023,1,1
1700,SAF0025,0,0,12/17/2023,0,0
1701,SAF0026,0,1,12/17/2023,1,2
1702,SAF0027,0,1,12/17/2023,1,2
1703,SAF0028,1,0,12/17/2023,1,1
1704,SAF0029,1,1,12/17/2023,1,1
1705,SAF0030,0,0,12/17/2023,0,0
1706,SAF0031,1,0,12/17/2023,2,1
1707,SAF0032,1,0,12/17/2023,2,0
1708,SAF0033,1,1,12/17/2023,2,2
1709,SAF0034,1,1,12/17/2023,1,2
1710,SAF0035,1,1,12/17/2023,2,1
1711,SAF0036,0,0,12/17/2023,1,1
1712,SAF0037,0,0,12/17/2023,1,1
1713,SAF0038,1,1,12/17/2023,2,2
1714,SAF0039,0,1,12/17/2023,0,1
1715,SAF0040,1,1,12/17/2023,2,2
1716,SAF0041,1,1,12/17/2023,2,2
1717,SAF0042,1,0,12/17/2023,2,1
1718,SAF0043,0,1,12/17/2023,1,2
1719,SAF0044,0,1,12/17/2023,1,2
1720,SAF0045,1,1,12/17/2023,1,2
1721,SAF0046,1,0,12/17/2023,1,1
1722,SAF0047,0,1,12/17/2023,1,1
1723,SAF0048,1,0,12/17/2023,1,1
1724,SAF0049,0,1,12/17/2023,1,2
1725,SAF0050,0,1,12/17/2023,1,2
1726,SAF0051,0,1,12/17/2023,1,2
1727,SAF0052,0,0,12/17/2023,1,1
1728,SAF0053,1,1,12/17/2023,1,1
1729,SAF0054,0,1,12/17/2023,1,2
1730,SAF0055,0,0,12/17/2023,1,1
1731,SAF0056,1,1,12/17/2023,1,2
1732,SAF0057,0,1,12/17/2023,1,1
1733,SAF0058,0,0,12/17/2023,0,1
1734,SAF0059,0,1,12/17/2023,0,2
1735,SAF0060,1,1,12/17/2023,2,2
1736,SAF0061,0,1,12/17/2023,1,2
1737,SAF0062,1,1,12/17/2023,1,1
1738,SAF0063,1,0,12/17/2023,2,1
1739,SAF0064,0,1,12/17/2023,0,2
1740,SAF0065,1,1,12/17/2023,2,2
1741,SAF0066,0,1,12/17/2023,1,1
1742,SAF0067,1,1,12/17/2023,1,2
1743,SAF0001,0,0,12/31/2023,1,1
1744,SAF0002,0,1,12/31/2023,0,2
1745,SAF0003,0,1,12/31/2023,1,1
1746,SAF0004,1,0,12/31/2023,2,1
1747,SAF0005,0,1,12/31/2023,1,1
1748,SAF0006,1,0,12/31/2023,2,0
1749,SAF0007,1,0,12/31/2023,1,1
1750,SAF0008,1,0,12/31/2023,2,1
1751,SAF0009,1,0,12/31/2023,1,1
1752,SAF0010,0,0,12/31/2023,1,1
1753,SAF0011,1,1,12/31/2023,1,2
1754,SAF0012,0,1,12/31/2023,1,2
1755,SAF0013,1,1,12/31/2023,1,2
1756,SAF0014,0,1,12/31/2023,0,2
1757,SAF0015,0,1,12/31/2023,0,2
1758,SAF0016,0,1,12/31/2023,0,2
1759,SAF0017,1,1,12/31/2023,1,2
1760,SAF0018,1,1,12/31/2023,1,2
1761,SAF0019,0,0,12/31/2023,1,0
1762,SAF0020,1,1,12/31/2023,1,2
1763,SAF0021,1,0,12/31/2023,1,0
1764,SAF0022,0,1,12/31/2023,0,2
1765,SAF0023,0,0,12/31/2023,0,0
1766,SAF0024,1,1,12/31/2023,1,2
1767,SAF0025,1,1,12/31/2023,1,1
1768,SAF0026,0,1,12/31/2023,0,2
1769,SAF0027,0,1,12/31/2023,0,2
1770,SAF0028,1,1,12/31/2023,2,1
1771,SAF0029,0,0,12/31/2023,1,1
1772,SAF0030,0,1,12/31/2023,0,1
1773,SAF0031,0,0,12/31/2023,1,0
1774,SAF0032,1,1,12/31/2023,2,1
1775,SAF0033,0,1,12/31/2023,1,2
1776,SAF0034,1,1,12/31/2023,2,2
1777,SAF0035,0,0,12/31/2023,1,1
1778,SAF0036,1,1,12/31/2023,1,1
1779,SAF0037,1,0,12/31/2023,1,0
1780,SAF0038,1,0,12/31/2023,2,1
1781,SAF0039,1,1,12/31/2023,1,2
1782,SAF0040,1,1,12/31/2023,2,2
1783,SAF0041,1,1,12/31/2023,2,2
1784,SAF0042,0,1,12/31/2023,1,1
